chr1_2	996059	996059	1.41577e+06	1.42137	1.42137
chr1_4	1143496	1143496	1.24708e+06	1.09059	1.09059
chr1_5	1000000	1000000	893679	0.893679	0.893679
chr1_6	1000000	1000000	684166	0.684166	0.684166
chr1_7	1000000	1000000	1.05177e+06	1.05177	1.05177
chr1_8	1000000	1000000	867763	0.867763	0.867763
chr1_9	999999	999999	1.57917e+06	1.57917	1.57917
chr1_10	999999	999999	1.65412e+06	1.65413	1.65413
chr1_11	999999	999999	1.41044e+06	1.41044	1.41044
chr1_12	1000000	1000000	1.19861e+06	1.19861	1.19861
chr1_13	954153	954153	805886	0.844609	0.844609
chr1_15	1000001	1000001	1.26295e+06	1.26295	1.26295
chr1_16	999999	999999	1.45352e+06	1.45352	1.45352
chr1_17	1000000	1000000	857580	0.85758	0.85758
chr1_18	999999	999999	1.0949e+06	1.0949	1.0949
chr1_19	1000000	1000000	952553	0.952553	0.952553
chr1_20	999999	999999	1.1134e+06	1.1134	1.1134
chr1_21	1000000	1000000	1.05917e+06	1.05917	1.05917
chr1_22	1000000	1000000	1.29649e+06	1.29649	1.29649
chr1_23	1000000	1000000	1.24366e+06	1.24366	1.24366
chr1_24	999997	999997	988355	0.988358	0.988358
chr1_25	1000001	1000001	1.04068e+06	1.04068	1.04068
chr1_26	1000000	1000000	1.40004e+06	1.40004	1.40004
chr1_27	1000000	1000000	1.35333e+06	1.35333	1.35333
chr1_28	1000020	1000020	1.54631e+06	1.54627	1.54627
chr1_29	1000001	1000001	1.02549e+06	1.02549	1.02549
chr1_30	1146335	1146335	634158	0.553204	0.553204
chr1_31	1000000	1000000	1.07158e+06	1.07158	1.07158
chr1_32	992754	992754	1.60559e+06	1.61731	1.61731
chr1_33	1000000	1000000	1.28713e+06	1.28713	1.28713
chr1_34	1000000	1000000	1.4923e+06	1.4923	1.4923
chr1_35	1000000	1000000	776379	0.776379	0.776379
chr1_36	1000000	1000000	929053	0.929053	0.929053
chr1_37	1000000	1000000	1.28933e+06	1.28933	1.28933
chr1_38	1000071	1000071	973788	0.973718	0.973718
chr1_39	1000000	1000000	740142	0.740142	0.740142
chr1_40	1000000	1000000	1.47736e+06	1.47736	1.47736
chr1_41	1000000	1000000	1.18452e+06	1.18452	1.18452
chr1_42	999999	999999	1.24243e+06	1.24243	1.24243
chr1_43	1000000	1000000	821905	0.821905	0.821905
chr1_44	1000001	1000001	1.77868e+06	1.77868	1.77868
chr1_45	1000000	1000000	2.09536e+06	2.09536	2.09536
chr1_46	1000000	1000000	1.05061e+06	1.05061	1.05061
chr1_47	1000000	1000000	977535	0.977535	0.977535
chr1_48	1000000	1000000	608793	0.608793	0.608793
chr1_49	1000000	1000000	787631	0.787631	0.787631
chr1_51	1000000	1000000	861948	0.861948	0.861948
chr1_52	1000000	1000000	852627	0.852627	0.852627
chr1_53	1000000	1000000	717536	0.717536	0.717536
chr1_54	1000001	1000001	824222	0.824221	0.824221
chr1_55	1000000	1000000	1.37528e+06	1.37528	1.37528
chr1_56	1000000	1000000	722243	0.722243	0.722243
chr1_57	1000000	1000000	853825	0.853825	0.853825
chr1_58	999999	999999	543577	0.543578	0.543578
chr1_59	1000000	1000000	826730	0.82673	0.82673
chr1_60	1000000	1000000	706040	0.70604	0.70604
chr1_61	1000000	1000000	488273	0.488273	0.488273
chr1_62	1000000	1000000	1.05489e+06	1.05489	1.05489
chr1_63	999999	999999	660425	0.660426	0.660426
chr1_64	1000001	1000001	732079	0.732078	0.732078
chr1_65	1000011	1000011	907162	0.907152	0.907152
chr1_66	1000000	1000000	1.05842e+06	1.05842	1.05842
chr1_67	1000000	1000000	1.11449e+06	1.11449	1.11449
chr1_68	1000000	1000000	593317	0.593317	0.593317
chr1_78	999999	999999	1.34637e+06	1.34637	1.34637
chr1_94	999999	999999	687375	0.687375	0.687375
chr1_95	1000000	1000000	789345	0.789345	0.789345
chr1_110	1000000	1000000	2.04727e+06	2.04727	2.04727
chr1_111	1000000	1000000	934115	0.934115	0.934115
chr1_112	1000000	1000000	1.14193e+06	1.14193	1.14193
chr1_113	1000000	1000000	869900	0.8699	0.8699
chr1_117	1000001	1000001	1.19766e+06	1.19766	1.19766
chr1_148	1000674	1000674	520705	0.520354	0.520354
chr1_151	1000529	1000529	1.27141e+06	1.27074	1.27074
chr1_152	1000000	1000000	1.33471e+06	1.33471	1.33471
chr1_153	1000000	1000000	286887	0.286887	0.286887
chr1_154	1000000	1000000	1.04938e+06	1.04938	1.04938
chr1_155	1000000	1000000	1.13038e+06	1.13038	1.13038
chr1_156	997315	997315	1.63672e+06	1.64113	1.64113
chr1_157	1000001	1000001	2.09772e+06	2.09771	2.09771
chr1_158	999998	999998	410343	0.410344	0.410344
chr1_161	1000000	1000000	1.3713e+06	1.3713	1.3713
chr1_163	1000000	1000000	889948	0.889948	0.889948
