chr1_50	1000000	1000000	343779	0.343779	0.343779
chr1_69	1000000	1000000	523930	0.52393	0.52393
chr1_70	1000000	1000000	580726	0.580726	0.580726
chr1_71	1000000	1000000	413100	0.4131	0.4131
chr1_72	1000000	1000000	499338	0.499338	0.499338
chr1_73	1000000	1000000	337820	0.33782	0.33782
chr1_74	1000001	1000001	256194	0.256193	0.256193
chr1_75	1000000	1000000	408172	0.408172	0.408172
chr1_76	1000001	1000001	337492	0.337492	0.337492
chr1_77	1000000	1000000	739985	0.739985	0.739985
chr1_79	1000001	1000001	322766	0.322766	0.322766
chr1_80	1000000	1000000	259680	0.25968	0.25968
chr1_81	1000000	1000000	201776	0.201776	0.201776
chr1_82	999999	999999	401690	0.40169	0.40169
chr1_83	999999	999999	311435	0.311435	0.311435
chr1_84	1000000	1000000	547942	0.547942	0.547942
chr1_85	1000000	1000000	924945	0.924945	0.924945
chr1_86	1000000	1000000	487725	0.487725	0.487725
chr1_87	1000000	1000000	571791	0.571791	0.571791
chr1_88	1000000	1000000	657805	0.657805	0.657805
chr1_89	1000000	1000000	620649	0.620649	0.620649
chr1_90	999876	999876	1.22326e+06	1.22342	1.22342
chr1_91	999998	999998	372552	0.372553	0.372553
chr1_93	1000000	1000000	806563	0.806563	0.806563
chr1_96	1000000	1000000	525900	0.5259	0.5259
chr1_97	1000000	1000000	548986	0.548986	0.548986
chr1_98	1000000	1000000	724370	0.72437	0.72437
chr1_99	1000000	1000000	359048	0.359048	0.359048
chr1_100	1000000	1000000	430575	0.430575	0.430575
chr1_101	1000000	1000000	542000	0.542	0.542
chr1_102	1000000	1000000	411758	0.411758	0.411758
chr1_103	1000000	1000000	210741	0.210741	0.210741
chr1_105	1000000	1000000	183850	0.18385	0.18385
chr1_106	1000000	1000000	175015	0.175015	0.175015
chr1_107	1000000	1000000	228202	0.228202	0.228202
chr1_108	1000000	1000000	403357	0.403357	0.403357
chr1_109	1000000	1000000	782500	0.7825	0.7825
chr1_114	1000000	1000000	672495	0.672495	0.672495
chr1_115	999999	999999	562620	0.562621	0.562621
chr1_116	1000000	1000000	558263	0.558263	0.558263
chr1_118	1000001	1000001	613310	0.613309	0.613309
chr1_119	1000000	1000000	221726	0.221726	0.221726
chr1_120	1000000	1000000	659847	0.659847	0.659847
chr1_159	1000000	1000000	353266	0.353266	0.353266
chr1_160	1000000	1000000	533819	0.533819	0.533819
chr1_164	999447	999447	440147	0.44039	0.44039
chr1_165	1000000	1000000	880045	0.880045	0.880045
chr1_167	1000000	1000000	580362	0.580362	0.580362
chr1_170	999903	999903	816227	0.816306	0.816306
chr1_171	1000000	1000000	470445	0.470445	0.470445
chr1_172	999999	999999	797431	0.797432	0.797432
chr1_173	1000000	1000000	637294	0.637294	0.637294
chr1_174	999998	999998	538210	0.538211	0.538211
chr1_175	999998	999998	736179	0.736181	0.736181
chr1_177	1000000	1000000	436013	0.436013	0.436013
chr1_178	999999	999999	898257	0.898258	0.898258
chr1_179	1000000	1000000	615596	0.615596	0.615596
chr1_180	1000000	1000000	624937	0.624937	0.624937
