chr1_2	996059	996059	1.24153e+06	1.24644	1.24644
chr1_4	1143496	1143496	1.33177e+06	1.16465	1.16465
chr1_5	1000000	1000000	785995	0.785995	0.785995
chr1_6	1000000	1000000	737340	0.73734	0.73734
chr1_7	1000000	1000000	1.14528e+06	1.14528	1.14528
chr1_8	1000000	1000000	869872	0.869872	0.869872
chr1_9	999999	999999	1.25889e+06	1.25889	1.25889
chr1_10	999999	999999	1.23374e+06	1.23374	1.23374
chr1_11	999999	999999	1.07769e+06	1.07769	1.07769
chr1_12	1000000	1000000	1.09978e+06	1.09978	1.09978
chr1_13	954153	954153	869164	0.910928	0.910928
chr1_15	1000001	1000001	1.05164e+06	1.05164	1.05164
chr1_16	999999	999999	1.27081e+06	1.27081	1.27081
chr1_17	1000000	1000000	829282	0.829282	0.829282
chr1_18	999999	999999	935366	0.935367	0.935367
chr1_19	1000000	1000000	889012	0.889012	0.889012
chr1_20	999999	999999	1.07929e+06	1.07929	1.07929
chr1_21	1000000	1000000	1.04821e+06	1.04821	1.04821
chr1_22	1000000	1000000	1.12495e+06	1.12495	1.12495
chr1_23	1000000	1000000	891988	0.891988	0.891988
chr1_24	999997	999997	941864	0.941867	0.941867
chr1_25	1000001	1000001	867367	0.867366	0.867366
chr1_26	1000000	1000000	1.14901e+06	1.14901	1.14901
chr1_27	1000000	1000000	1.15785e+06	1.15785	1.15785
chr1_28	1000020	1000020	1.40914e+06	1.40911	1.40911
chr1_29	1000001	1000001	925780	0.925779	0.925779
chr1_30	1146335	1146335	678594	0.591968	0.591968
chr1_31	1000000	1000000	905030	0.90503	0.90503
chr1_32	992754	992754	1.14462e+06	1.15298	1.15298
chr1_33	1000000	1000000	1.16923e+06	1.16923	1.16923
chr1_34	1000000	1000000	1.16638e+06	1.16638	1.16638
chr1_35	1000000	1000000	736184	0.736184	0.736184
chr1_36	1000000	1000000	841292	0.841292	0.841292
chr1_37	1000000	1000000	1.13464e+06	1.13464	1.13464
chr1_38	1000071	1000071	889286	0.889223	0.889223
chr1_39	1000000	1000000	746769	0.746769	0.746769
chr1_40	1000000	1000000	1.26249e+06	1.26249	1.26249
chr1_41	1000000	1000000	1.0872e+06	1.0872	1.0872
chr1_42	999999	999999	977997	0.977998	0.977998
chr1_43	1000000	1000000	822409	0.822409	0.822409
chr1_44	1000001	1000001	1.24023e+06	1.24022	1.24022
chr1_45	1000000	1000000	1.38856e+06	1.38856	1.38856
chr1_46	1000000	1000000	903235	0.903235	0.903235
chr1_47	1000000	1000000	907538	0.907538	0.907538
chr1_48	1000000	1000000	656997	0.656997	0.656997
chr1_49	1000000	1000000	737919	0.737919	0.737919
chr1_51	1000000	1000000	747596	0.747596	0.747596
chr1_52	1000000	1000000	769768	0.769768	0.769768
chr1_53	1000000	1000000	731708	0.731708	0.731708
chr1_54	1000001	1000001	829077	0.829076	0.829076
