chr1_50	1000000	1000000	458773	0.458773	0.458773
chr1_61	1000000	1000000	545792	0.545792	0.545792
chr1_63	999999	999999	626905	0.626905	0.626905
chr1_68	1000000	1000000	663452	0.663452	0.663452
chr1_69	1000000	1000000	615094	0.615094	0.615094
chr1_70	1000000	1000000	571838	0.571838	0.571838
chr1_71	1000000	1000000	508837	0.508837	0.508837
chr1_72	1000000	1000000	534482	0.534482	0.534482
chr1_73	1000000	1000000	388613	0.388613	0.388613
chr1_74	1000001	1000001	326775	0.326775	0.326775
chr1_75	1000000	1000000	491291	0.491291	0.491291
chr1_76	1000001	1000001	462222	0.462221	0.462221
chr1_77	1000000	1000000	721134	0.721134	0.721134
chr1_78	999999	999999	1.0051e+06	1.0051	1.0051
chr1_79	1000001	1000001	419986	0.419986	0.419986
chr1_80	1000000	1000000	353227	0.353227	0.353227
chr1_81	1000000	1000000	293861	0.293861	0.293861
chr1_82	999999	999999	495167	0.495168	0.495168
chr1_83	999999	999999	410024	0.410025	0.410025
chr1_84	1000000	1000000	481491	0.481491	0.481491
chr1_85	1000000	1000000	828176	0.828176	0.828176
chr1_86	1000000	1000000	615673	0.615673	0.615673
chr1_87	1000000	1000000	574197	0.574197	0.574197
chr1_89	1000000	1000000	655734	0.655734	0.655734
chr1_90	999876	999876	958805	0.958924	0.958924
chr1_91	999998	999998	434955	0.434956	0.434956
chr1_93	1000000	1000000	727947	0.727947	0.727947
chr1_94	999999	999999	725420	0.725421	0.725421
chr1_96	1000000	1000000	565440	0.56544	0.56544
chr1_97	1000000	1000000	514051	0.514051	0.514051
chr1_98	1000000	1000000	568158	0.568158	0.568158
chr1_99	1000000	1000000	458144	0.458144	0.458144
chr1_100	1000000	1000000	528321	0.528321	0.528321
chr1_101	1000000	1000000	646980	0.64698	0.64698
chr1_102	1000000	1000000	546396	0.546396	0.546396
chr1_103	1000000	1000000	295497	0.295497	0.295497
chr1_105	1000000	1000000	278335	0.278335	0.278335
chr1_106	1000000	1000000	252524	0.252524	0.252524
chr1_107	1000000	1000000	315036	0.315036	0.315036
chr1_108	1000000	1000000	506679	0.506679	0.506679
chr1_109	1000000	1000000	655146	0.655146	0.655146
chr1_114	1000000	1000000	719560	0.71956	0.71956
chr1_115	999999	999999	582912	0.582913	0.582913
chr1_116	1000000	1000000	588584	0.588584	0.588584
chr1_118	1000001	1000001	660015	0.660015	0.660015
chr1_119	1000000	1000000	371774	0.371774	0.371774
chr1_120	1000000	1000000	648403	0.648403	0.648403
chr1_153	1000000	1000000	420988	0.420988	0.420988
chr1_158	999998	999998	531755	0.531756	0.531756
chr1_159	1000000	1000000	436179	0.436179	0.436179
chr1_160	1000000	1000000	557249	0.557249	0.557249
chr1_161	1000000	1000000	1.0994e+06	1.0994	1.0994
chr1_164	999447	999447	535535	0.535831	0.535831
chr1_165	1000000	1000000	740900	0.7409	0.7409
chr1_167	1000000	1000000	583306	0.583306	0.583306
chr1_170	999903	999903	729461	0.729532	0.729532
chr1_171	1000000	1000000	527360	0.52736	0.52736
chr1_172	999999	999999	727657	0.727657	0.727657
chr1_173	1000000	1000000	642207	0.642207	0.642207
chr1_174	999998	999998	577786	0.577787	0.577787
chr1_175	999998	999998	678317	0.678318	0.678318
chr1_177	1000000	1000000	547503	0.547503	0.547503
chr1_179	1000000	1000000	670287	0.670287	0.670287
chr1_180	1000000	1000000	676011	0.676011	0.676011
chr1_186	1000000	1000000	509200	0.5092	0.5092
chr1_187	1000000	1000000	444499	0.444499	0.444499
chr1_188	999999	999999	330891	0.330891	0.330891
chr1_189	1000000	1000000	266238	0.266238	0.266238
chr1_190	999999	999999	263139	0.263139	0.263139
chr1_191	1000000	1000000	349688	0.349688	0.349688
chr1_192	1000000	1000000	308624	0.308624	0.308624
chr1_193	1000000	1000000	422868	0.422868	0.422868
chr1_194	1000000	1000000	505221	0.505221	0.505221
chr1_195	1000000	1000000	335272	0.335272	0.335272
chr1_196	1000000	1000000	294282	0.294282	0.294282
chr1_197	1000000	1000000	322033	0.322033	0.322033
chr1_198	1000000	1000000	488015	0.488015	0.488015
chr1_199	999999	999999	562279	0.562279	0.562279
chr1_200	999999	999999	425146	0.425147	0.425147
chr1_201	1000000	1000000	720068	0.720068	0.720068
chr1_208	1000000	1000000	868606	0.868606	0.868606
chr1_214	1000001	1000001	621223	0.621222	0.621222
chr1_215	1000000	1000000	660205	0.660205	0.660205
chr1_216	999999	999999	428773	0.428773	0.428773
chr1_217	1000000	1000000	458242	0.458242	0.458242
chr1_218	1000000	1000000	425360	0.42536	0.42536
chr1_219	1000000	1000000	554139	0.554139	0.554139
chr1_220	1000000	1000000	558302	0.558302	0.558302
chr1_221	1000000	1000000	621537	0.621537	0.621537
chr1_222	1000000	1000000	585641	0.585641	0.585641
chr1_223	1000000	1000000	582101	0.582101	0.582101
chr1_226	999999	999999	897682	0.897683	0.897683
chr1_234	1000000	1000000	723397	0.723397	0.723397
chr1_238	1000000	1000000	573720	0.57372	0.57372
chr1_239	1000000	1000000	414842	0.414842	0.414842
chr1_240	1000000	1000000	621073	0.621073	0.621073
chr1_241	1000000	1000000	677717	0.677717	0.677717
chr1_242	1000002	1000002	721063	0.721062	0.721062
chr1_243	1000000	1000000	548265	0.548265	0.548265
chr1_248	1000000	1000000	512000	0.512	0.512
chr2_6	999999	999999	445526	0.445527	0.445527
chr2_7	999999	999999	665301	0.665302	0.665302
chr2_8	1000000	1000000	654862	0.654862	0.654862
chr2_13	999999	999999	714746	0.714747	0.714747
chr2_15	999999	999999	465186	0.465186	0.465186
